Company,TypeName,Inches,Ram,Weight,Price,Cpu,Memory,Gpu,OpSys
Dell,2 in 1 Convertible,11.6,16.0,2.5,192190,AMD E-Series,2TB HDD,,Chrome OS
Apple,Gaming,13.3,,,43930,Intel Core i7,2TB HDD,AMD Radeon R5,Linux
Lenovo,Gaming,17.3,64.0,1.64,231779,Intel Core i7,1TB HDD,Intel HD Graphics 620,macOS
Apple,Netbook,15.6,8.0,4.02,115400,Intel Core i3,512GB SSD,Intel HD Graphics 620,Windows 10 S
Toshiba,Notebook,17.3,4.0,3.37,26801,Intel Pentium,256GB SSD,Intel UHD Graphics 620,macOS
Razer,Notebook,11.6,,2.49,66360,Intel Core i5,256GB SSD +  1TB HDD,Intel UHD Graphics 620,macOS
Razer,Notebook,11.6,4.0,2.64,102908,Intel Core i9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,macOS
Lenovo,Notebook,11.6,4.0,1.88,162631,Intel Core i3,256GB SSD,AMD Radeon R5,Chrome OS
MSI,Workstation,17.3,8.0,3.76,47334,Intel Pentium,256GB SSD,Nvidia GeForce GTX 1050,macOS
MSI,Notebook,11.6,16.0,2.85,28288,AMD A9,1TB HDD,AMD Radeon R5,macOS
HP,Workstation,13.3,16.0,2.12,168470,Intel Core i7,512GB SSD,Intel HD Graphics 620,Chrome OS
Lenovo,Workstation,11.6,8.0,3.16,222302,Intel Core i7,2TB HDD,Nvidia GeForce GTX 1050,No OS
Dell,Notebook,14.0,16.0,4.68,27191,Intel Core i9,2TB HDD,Intel UHD Graphics 620,Linux
MSI,Ultrabook,17.3,8.0,2.55,33051,Intel Core i7,1TB HDD,Nvidia GeForce GTX 1050,No OS
Acer,2 in 1 Convertible,14.0,4.0,4.4,76715,Intel Core i5,512GB SSD,Nvidia GeForce GTX 1050,Windows 10
Samsung,Gaming,11.6,16.0,2.21,25737,Intel Pentium,1TB HDD,Intel HD Graphics 620,Chrome OS
Dell,Workstation,13.3,16.0,1.11,80140,Intel Pentium,2TB HDD,Intel UHD Graphics 620,Chrome OS
Toshiba,Netbook,15.6,16.0,1.68,171323,Intel Core i9,256GB SSD,Intel UHD Graphics 620,macOS
Acer,Netbook,12.5,4.0,2.49,197047,Intel Pentium,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,macOS
Acer,2 in 1 Convertible,12.5,16.0,1.73,20147,Intel Core i9,512GB SSD,Nvidia GeForce GTX 1060,Windows 10
Lenovo,Netbook,11.6,16.0,0.9,65508,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,macOS
HP,Ultrabook,13.3,16.0,4.38,67224,Intel Core i5,512GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10 S
Toshiba,Netbook,17.3,16.0,4.11,34643,AMD E-Series,256GB SSD,Nvidia GeForce GTX 1050,macOS
MSI,Gaming,14.0,32.0,3.72,53967,Intel Core i3,1TB HDD,Intel UHD Graphics 620,macOS
Lenovo,Gaming,14.0,16.0,1.54,244922,Intel Core i3,1TB HDD,Intel UHD Graphics 620,Windows 10 S
MSI,Workstation,14.0,16.0,1.36,118535,Intel Pentium,2TB HDD,Nvidia GeForce GTX 1050,Windows 10
Lenovo,Notebook,17.3,64.0,1.16,55733,AMD A9,256GB SSD,Intel UHD Graphics 620,Windows 10 S
Lenovo,Ultrabook,12.5,16.0,3.65,230075,Intel Core i7,2TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Lenovo,Workstation,13.3,8.0,4.43,49808,Intel Core i5,2TB HDD,Intel HD Graphics 620,Windows 10 S
HP,Ultrabook,17.3,16.0,2.54,213360,AMD A9,512GB SSD +  1TB HDD,Intel HD Graphics 620,Linux
Lenovo,Notebook,14.0,8.0,1.35,73959,AMD A9,2TB HDD,Intel HD Graphics 620,Chrome OS
Asus,Netbook,11.6,8.0,2.85,147921,Intel Pentium,2TB HDD,Nvidia GeForce GTX 1050,macOS
Samsung,Netbook,15.6,16.0,2.23,83178,Intel Core i5,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
MSI,Notebook,17.3,32.0,2.32,213208,Intel Core i3,1TB HDD,AMD Radeon R5,Windows 10
Dell,Workstation,17.3,32.0,3.26,206812,Intel Core i7,512GB SSD,Intel UHD Graphics 620,Windows 10
Apple,Notebook,13.3,8.0,3.63,127255,Intel Core i3,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
Toshiba,2 in 1 Convertible,13.3,16.0,1.32,101322,AMD A9,2TB HDD,AMD Radeon R5,Chrome OS
Razer,Gaming,17.3,8.0,1.04,59565,Intel Core i7,512GB SSD,AMD Radeon R5,macOS
HP,Workstation,14.0,64.0,4.68,166255,AMD E-Series,512GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10
Dell,Ultrabook,15.6,64.0,1.78,16132,AMD A9,512GB SSD,AMD Radeon R5,No OS
Acer,2 in 1 Convertible,13.3,16.0,1.1,184331,Intel Core i3,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,macOS
Asus,Workstation,14.0,16.0,1.62,242684,Intel Core i3,512GB SSD,Nvidia GeForce GTX 1060,No OS
Razer,Notebook,11.6,16.0,1.05,78668,Intel Pentium,512GB SSD,Nvidia GeForce GTX 1050,Linux
Apple,Notebook,13.3,16.0,2.39,184635,Intel Core i3,512GB SSD,AMD Radeon R5,No OS
Dell,Notebook,14.0,4.0,3.95,238299,Intel Core i5,512GB SSD,Intel UHD Graphics 620,Windows 10
Razer,Notebook,14.0,8.0,2.2,123835,AMD A9,256GB SSD,Nvidia GeForce GTX 1050,Windows 10 S
Dell,Ultrabook,15.6,16.0,2.59,157003,Intel Core i9,2TB HDD,Intel UHD Graphics 620,Linux
Asus,2 in 1 Convertible,15.6,16.0,3.47,88169,Intel Core i9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Apple,Netbook,11.6,8.0,,196711,Intel Core i7,256GB SSD +  1TB HDD,Intel UHD Graphics 620,macOS
Acer,Gaming,14.0,32.0,4.17,249385,Intel Core i3,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Lenovo,Ultrabook,12.5,8.0,4.19,204973,Intel Pentium,256GB SSD,Intel UHD Graphics 620,Linux
MSI,Ultrabook,14.0,16.0,0.94,115417,Intel Pentium,256GB SSD,Nvidia GeForce GTX 1060,Linux
Acer,Netbook,15.6,16.0,3.86,16044,Intel Core i3,256GB SSD,Intel HD Graphics 620,Windows 10
Lenovo,Netbook,12.5,16.0,2.65,192763,Intel Core i5,2TB HDD,Nvidia GeForce GTX 1050,Chrome OS
HP,Gaming,13.3,16.0,4.66,246807,Intel Pentium,256GB SSD,Nvidia GeForce GTX 1060,Chrome OS
Samsung,Gaming,13.3,8.0,2.74,39363,Intel Core i9,512GB SSD,Intel HD Graphics 620,Windows 10 S
Toshiba,Netbook,17.3,8.0,4.65,61694,Intel Core i7,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS
Toshiba,Notebook,15.6,16.0,3.77,147654,AMD A9,1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
MSI,Ultrabook,17.3,16.0,1.84,225982,AMD E-Series,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Apple,Workstation,12.5,8.0,2.95,212916,Intel Core i5,256GB SSD,Nvidia GeForce GTX 1060,No OS
Asus,Gaming,15.6,,4.67,36301,Intel Pentium,512GB SSD +  1TB HDD,AMD Radeon R5,Linux
Apple,Gaming,11.6,8.0,4.16,89329,AMD A9,256GB SSD,Intel UHD Graphics 620,Windows 10
Asus,Netbook,14.0,16.0,1.27,16620,AMD E-Series,2TB HDD,Intel HD Graphics 620,Chrome OS
Apple,2 in 1 Convertible,11.6,16.0,3.58,77224,Intel Core i3,256GB SSD,Intel UHD Graphics 620,Windows 10 S
Samsung,Workstation,12.5,8.0,2.21,202727,Intel Core i3,256GB SSD,Intel UHD Graphics 620,Linux
HP,Workstation,15.6,4.0,0.93,110419,Intel Core i7,256GB SSD,Intel UHD Graphics 620,Chrome OS
HP,Gaming,12.5,16.0,2.43,183606,AMD E-Series,256GB SSD,Nvidia GeForce GTX 1060,macOS
Lenovo,Notebook,14.0,16.0,1.79,135050,Intel Core i3,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Razer,2 in 1 Convertible,13.3,16.0,4.01,249568,Intel Core i3,512GB SSD +  1TB HDD,AMD Radeon R5,Chrome OS
HP,Workstation,13.3,,2.18,185462,Intel Core i9,2TB HDD,Nvidia GeForce GTX 1050,Linux
HP,Gaming,12.5,16.0,4.04,217701,Intel Pentium,256GB SSD,Nvidia GeForce GTX 1060,Windows 10
Acer,Workstation,17.3,64.0,0.9,70856,Intel Core i7,256GB SSD,Intel HD Graphics 620,Windows 10
Acer,2 in 1 Convertible,15.6,16.0,2.07,195324,AMD A9,256GB SSD,Nvidia GeForce GTX 1050,Windows 10
Lenovo,2 in 1 Convertible,15.6,8.0,1.82,70809,Intel Core i3,256GB SSD,Nvidia GeForce GTX 1050,No OS
Razer,Ultrabook,13.3,8.0,1.79,37259,Intel Core i9,512GB SSD,Nvidia GeForce GTX 1050,macOS
MSI,Netbook,11.6,8.0,1.16,35655,Intel Core i5,512GB SSD,Intel UHD Graphics 620,Windows 10
Acer,Netbook,14.0,16.0,1.61,179077,Intel Core i5,1TB HDD,Intel UHD Graphics 620,macOS
MSI,Gaming,11.6,8.0,3.01,177701,AMD A9,256GB SSD,Nvidia GeForce GTX 1060,Windows 10
Dell,2 in 1 Convertible,11.6,32.0,2.01,169682,AMD E-Series,1TB HDD,Intel UHD Graphics 620,No OS
Acer,Ultrabook,12.5,16.0,2.49,203256,Intel Core i7,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Samsung,Ultrabook,13.3,16.0,2.33,36602,Intel Core i9,1TB HDD,Intel UHD Graphics 620,Chrome OS
Razer,Workstation,13.3,8.0,4.23,100945,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Lenovo,Workstation,13.3,4.0,4.34,157182,Intel Core i9,512GB SSD,Nvidia GeForce GTX 1060,Windows 10
Dell,Ultrabook,12.5,4.0,2.77,152145,Intel Core i5,512GB SSD,AMD Radeon R5,Chrome OS
Razer,Workstation,17.3,8.0,2.15,115846,Intel Core i5,256GB SSD,AMD Radeon R5,Windows 10
Samsung,2 in 1 Convertible,11.6,4.0,1.31,95818,AMD A9,256GB SSD,AMD Radeon R5,Windows 10
Razer,Notebook,12.5,16.0,4.52,156267,AMD E-Series,256GB SSD +  1TB HDD,AMD Radeon R5,Windows 10 S
Samsung,2 in 1 Convertible,15.6,32.0,1.13,16537,AMD E-Series,2TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Samsung,Ultrabook,14.0,32.0,2.03,163210,AMD A9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
MSI,Ultrabook,17.3,16.0,2.03,190400,Intel Core i9,512GB SSD +  1TB HDD,AMD Radeon R5,macOS
Apple,2 in 1 Convertible,15.6,8.0,2.12,192274,Intel Core i5,256GB SSD,AMD Radeon R5,Windows 10 S
Dell,Workstation,11.6,32.0,1.52,186236,Intel Core i9,256GB SSD,Intel HD Graphics 620,Windows 10
Razer,Workstation,13.3,32.0,3.88,141545,Intel Core i9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS
Asus,Netbook,11.6,8.0,1.37,104743,Intel Core i7,256GB SSD +  1TB HDD,Intel HD Graphics 620,No OS
Dell,Ultrabook,12.5,16.0,3.31,200731,Intel Core i5,256GB SSD +  1TB HDD,Intel HD Graphics 620,Linux
Apple,Gaming,14.0,8.0,1.37,101155,AMD E-Series,512GB SSD,Intel UHD Graphics 620,Windows 10 S
Dell,Netbook,12.5,16.0,1.17,195764,Intel Pentium,1TB HDD,Nvidia GeForce GTX 1060,No OS
HP,Workstation,17.3,64.0,4.36,135198,Intel Core i9,1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
Asus,2 in 1 Convertible,17.3,4.0,1.62,170917,Intel Core i5,256GB SSD,AMD Radeon R5,Linux
Apple,Workstation,14.0,32.0,4.02,104846,Intel Core i9,512GB SSD,AMD Radeon R5,No OS
MSI,2 in 1 Convertible,15.6,16.0,2.97,249507,Intel Core i7,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10
Razer,Netbook,15.6,64.0,1.2,45562,Intel Core i3,256GB SSD,Nvidia GeForce GTX 1050,macOS
Toshiba,Ultrabook,17.3,8.0,4.53,43036,Intel Core i5,512GB SSD,AMD Radeon R5,Windows 10 S
Apple,Workstation,17.3,16.0,1.84,206824,AMD A9,512GB SSD +  1TB HDD,AMD Radeon R5,No OS
Lenovo,2 in 1 Convertible,13.3,4.0,4.17,89233,Intel Core i3,2TB HDD,Intel UHD Graphics 620,No OS
Razer,Ultrabook,15.6,8.0,1.54,98049,Intel Core i9,512GB SSD,Intel HD Graphics 620,Linux
Apple,Gaming,14.0,4.0,4.14,83681,AMD A9,256GB SSD,AMD Radeon R5,Windows 10
HP,2 in 1 Convertible,15.6,64.0,,42818,AMD A9,1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Toshiba,Netbook,13.3,16.0,2.84,176616,AMD A9,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS
HP,Gaming,12.5,32.0,3.82,77532,Intel Core i5,2TB HDD,Intel UHD Graphics 620,macOS
Toshiba,Gaming,17.3,32.0,4.45,224708,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Linux
Lenovo,Notebook,17.3,4.0,,72705,Intel Core i9,2TB HDD,Intel UHD Graphics 620,No OS
Razer,Workstation,13.3,8.0,4.01,35104,Intel Core i3,2TB HDD,Intel HD Graphics 620,No OS
MSI,2 in 1 Convertible,14.0,4.0,4.28,139336,Intel Core i7,512GB SSD,,Linux
HP,Gaming,17.3,8.0,1.66,142904,AMD E-Series,256GB SSD,Nvidia GeForce GTX 1050,Linux
HP,Notebook,11.6,8.0,1.98,84603,Intel Core i9,256GB SSD,Nvidia GeForce GTX 1060,Windows 10 S
Samsung,Netbook,17.3,8.0,2.0,117499,Intel Core i5,2TB HDD,Intel HD Graphics 620,No OS
Toshiba,Ultrabook,11.6,8.0,2.33,74025,AMD A9,256GB SSD +  1TB HDD,,Chrome OS
Acer,2 in 1 Convertible,13.3,4.0,2.39,242336,Intel Core i7,256GB SSD,Intel UHD Graphics 620,macOS
Razer,Gaming,13.3,8.0,2.97,47317,Intel Core i9,2TB HDD,Intel HD Graphics 620,Windows 10
Toshiba,Workstation,17.3,4.0,1.51,177488,Intel Core i3,256GB SSD,Nvidia GeForce GTX 1050,Windows 10
Samsung,Notebook,15.6,64.0,3.53,188084,Intel Core i9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Chrome OS
Dell,Gaming,11.6,,1.54,120585,AMD E-Series,512GB SSD +  1TB HDD,Intel HD Graphics 620,Linux
Toshiba,Workstation,14.0,64.0,2.08,214117,Intel Pentium,2TB HDD,Nvidia GeForce GTX 1060,Linux
MSI,Gaming,17.3,8.0,2.81,167472,AMD E-Series,1TB HDD,Nvidia GeForce GTX 1050,Linux
Razer,2 in 1 Convertible,14.0,8.0,3.93,63270,Intel Core i9,1TB HDD,Nvidia GeForce GTX 1060,No OS
Samsung,2 in 1 Convertible,17.3,16.0,3.71,218141,Intel Core i7,2TB HDD,Nvidia GeForce GTX 1060,Linux
Dell,2 in 1 Convertible,15.6,8.0,3.35,134415,Intel Core i9,512GB SSD,Intel UHD Graphics 620,Linux
Asus,Netbook,15.6,8.0,1.49,195905,Intel Core i9,512GB SSD +  1TB HDD,,No OS
Samsung,Netbook,15.6,8.0,2.98,209716,Intel Core i5,512GB SSD,Intel UHD Graphics 620,No OS
Asus,Notebook,12.5,4.0,,95206,Intel Core i3,1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Razer,2 in 1 Convertible,15.6,8.0,2.33,84468,Intel Core i7,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
HP,Workstation,13.3,8.0,2.47,205545,Intel Core i9,2TB HDD,Intel UHD Graphics 620,No OS
Samsung,Gaming,13.3,16.0,1.05,191881,AMD A9,256GB SSD,AMD Radeon R5,macOS
Lenovo,Ultrabook,12.5,4.0,1.94,184400,Intel Core i3,1TB HDD,Intel UHD Graphics 620,Linux
Asus,Workstation,11.6,8.0,4.53,182856,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
MSI,Netbook,14.0,16.0,4.52,38723,Intel Core i7,1TB HDD,AMD Radeon R5,Windows 10
Lenovo,Netbook,17.3,4.0,2.24,75646,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
Apple,Workstation,17.3,8.0,1.06,212327,Intel Core i9,512GB SSD +  1TB HDD,AMD Radeon R5,Windows 10 S
Apple,Netbook,12.5,32.0,1.58,15074,AMD E-Series,2TB HDD,,No OS
Dell,2 in 1 Convertible,13.3,8.0,2.39,41498,AMD E-Series,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
HP,Notebook,17.3,4.0,4.5,211594,Intel Core i5,512GB SSD,Intel UHD Graphics 620,Linux
Razer,Gaming,13.3,8.0,1.44,111881,AMD E-Series,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Samsung,Notebook,11.6,8.0,3.8,166613,AMD A9,1TB HDD,AMD Radeon R5,Windows 10 S
Acer,Gaming,14.0,16.0,1.31,60929,AMD A9,256GB SSD +  1TB HDD,AMD Radeon R5,Linux
MSI,Gaming,11.6,16.0,4.63,138199,Intel Core i3,256GB SSD,Nvidia GeForce GTX 1050,No OS
Asus,Notebook,12.5,4.0,2.35,246525,Intel Core i9,1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Razer,Workstation,15.6,16.0,3.85,41028,Intel Pentium,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Lenovo,Gaming,15.6,16.0,2.2,44545,AMD E-Series,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Apple,Notebook,15.6,4.0,3.29,94569,AMD E-Series,2TB HDD,Nvidia GeForce GTX 1050,Windows 10
MSI,Gaming,11.6,16.0,1.63,46673,Intel Core i7,2TB HDD,Intel HD Graphics 620,macOS
Acer,Ultrabook,17.3,8.0,,177046,Intel Core i5,256GB SSD,Intel UHD Graphics 620,Linux
Samsung,Workstation,14.0,8.0,4.46,204971,Intel Pentium,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Linux
Dell,2 in 1 Convertible,15.6,4.0,4.39,169169,Intel Core i3,1TB HDD,Intel HD Graphics 620,Windows 10 S
Acer,Gaming,12.5,8.0,4.27,117511,Intel Pentium,2TB HDD,Intel UHD Graphics 620,Windows 10 S
MSI,Ultrabook,12.5,8.0,3.28,108144,AMD E-Series,1TB HDD,AMD Radeon R5,Linux
Acer,2 in 1 Convertible,15.6,16.0,,79824,Intel Core i7,256GB SSD,Intel HD Graphics 620,macOS
MSI,2 in 1 Convertible,15.6,4.0,1.16,38525,Intel Core i9,2TB HDD,AMD Radeon R5,Linux
MSI,Gaming,14.0,8.0,2.17,72804,Intel Core i5,2TB HDD,Nvidia GeForce GTX 1060,No OS
Toshiba,Notebook,15.6,8.0,2.09,161115,Intel Core i9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Asus,Gaming,14.0,16.0,3.32,56846,Intel Core i3,1TB HDD,Nvidia GeForce GTX 1060,Linux
Apple,Ultrabook,12.5,16.0,2.25,92261,Intel Pentium,1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Toshiba,2 in 1 Convertible,15.6,16.0,1.46,248312,Intel Core i3,1TB HDD,Nvidia GeForce GTX 1050,Linux
Samsung,Gaming,11.6,16.0,3.17,196299,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Toshiba,Notebook,11.6,32.0,3.99,199100,Intel Core i3,2TB HDD,Nvidia GeForce GTX 1050,Windows 10 S
HP,Gaming,12.5,8.0,2.35,183455,Intel Core i9,256GB SSD,Nvidia GeForce GTX 1050,macOS
HP,Workstation,14.0,16.0,1.4,44483,Intel Core i7,1TB HDD,Intel UHD Graphics 620,Chrome OS
Apple,Notebook,11.6,16.0,1.65,22265,Intel Core i3,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,No OS
Acer,Ultrabook,14.0,64.0,1.8,37763,AMD A9,512GB SSD +  1TB HDD,,Linux
Asus,2 in 1 Convertible,11.6,32.0,2.04,221724,Intel Core i7,512GB SSD,Nvidia GeForce GTX 1060,No OS
Apple,Gaming,11.6,8.0,,30733,Intel Pentium,256GB SSD,,Windows 10 S
MSI,Notebook,14.0,8.0,3.18,127196,Intel Core i5,256GB SSD +  1TB HDD,AMD Radeon R5,Chrome OS
Lenovo,Workstation,17.3,8.0,3.55,106038,Intel Core i5,1TB HDD,Nvidia GeForce GTX 1060,No OS
Asus,Notebook,11.6,16.0,2.28,52420,AMD E-Series,512GB SSD,Intel HD Graphics 620,macOS
Asus,Netbook,15.6,8.0,4.03,155319,AMD E-Series,256GB SSD,Nvidia GeForce GTX 1060,Windows 10 S
MSI,Workstation,12.5,8.0,1.68,169912,AMD A9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Chrome OS
MSI,Ultrabook,17.3,16.0,2.68,211221,Intel Pentium,512GB SSD,AMD Radeon R5,No OS
Dell,2 in 1 Convertible,14.0,8.0,3.94,36058,Intel Core i9,2TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Apple,Ultrabook,17.3,32.0,1.58,49929,Intel Core i5,512GB SSD,AMD Radeon R5,Chrome OS
MSI,Gaming,13.3,8.0,1.32,230243,Intel Core i5,256GB SSD +  1TB HDD,Intel HD Graphics 620,No OS
HP,Notebook,13.3,8.0,4.26,237236,Intel Core i5,256GB SSD,Intel HD Graphics 620,Windows 10
Samsung,Netbook,11.6,8.0,2.2,177434,Intel Core i9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Linux
Lenovo,Workstation,11.6,16.0,3.5,101489,Intel Core i5,256GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
Apple,Workstation,15.6,4.0,1.0,99664,Intel Core i3,1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
Razer,Notebook,12.5,8.0,3.52,193428,Intel Pentium,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
HP,Netbook,17.3,64.0,2.1,92597,Intel Core i7,512GB SSD,AMD Radeon R5,Chrome OS
Acer,Notebook,13.3,8.0,1.11,21041,Intel Core i7,256GB SSD,Intel UHD Graphics 620,No OS
MSI,Gaming,11.6,16.0,3.22,93209,AMD A9,2TB HDD,AMD Radeon R5,Linux
Razer,Ultrabook,12.5,16.0,1.82,208026,Intel Core i3,512GB SSD +  1TB HDD,Intel UHD Graphics 620,macOS
MSI,Workstation,17.3,8.0,2.37,207941,Intel Core i5,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10 S
Asus,Gaming,11.6,16.0,1.21,167131,Intel Core i5,256GB SSD,Intel UHD Graphics 620,No OS
HP,Ultrabook,11.6,8.0,,114864,AMD E-Series,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Linux
Asus,Gaming,13.3,16.0,2.03,190794,AMD E-Series,1TB HDD,Nvidia GeForce GTX 1050,Linux
Dell,Netbook,13.3,8.0,1.24,163620,AMD A9,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10
Asus,Workstation,11.6,16.0,4.36,161150,Intel Core i5,1TB HDD,AMD Radeon R5,No OS
Dell,Notebook,14.0,4.0,0.92,151491,AMD A9,512GB SSD,Nvidia GeForce GTX 1060,Windows 10 S
Dell,Notebook,11.6,16.0,2.74,181562,Intel Core i3,512GB SSD,Intel HD Graphics 620,Chrome OS
Razer,Ultrabook,12.5,8.0,1.37,222158,Intel Core i7,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Linux
MSI,2 in 1 Convertible,11.6,8.0,2.07,130158,Intel Core i5,1TB HDD,Intel UHD Graphics 620,Linux
Acer,Netbook,15.6,8.0,4.42,204832,Intel Pentium,2TB HDD,Intel HD Graphics 620,macOS
Asus,Ultrabook,15.6,8.0,1.51,176409,Intel Core i9,512GB SSD,Nvidia GeForce GTX 1050,Windows 10
HP,2 in 1 Convertible,15.6,16.0,4.57,16468,Intel Core i3,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Linux
Dell,Gaming,14.0,8.0,1.68,39309,Intel Core i5,256GB SSD,AMD Radeon R5,Linux
MSI,Netbook,14.0,32.0,3.72,212416,Intel Core i9,256GB SSD,Intel UHD Graphics 620,Chrome OS
Lenovo,Gaming,11.6,64.0,2.98,236355,Intel Pentium,1TB HDD,Nvidia GeForce GTX 1060,Chrome OS
Apple,Workstation,15.6,16.0,4.26,87255,AMD E-Series,2TB HDD,Nvidia GeForce GTX 1050,macOS
Razer,Netbook,14.0,4.0,3.01,96899,AMD A9,256GB SSD +  1TB HDD,Intel UHD Graphics 620,No OS
Acer,2 in 1 Convertible,13.3,8.0,2.93,43718,AMD E-Series,512GB SSD +  1TB HDD,Intel HD Graphics 620,macOS
Toshiba,Workstation,11.6,16.0,1.64,240409,Intel Core i7,1TB HDD,AMD Radeon R5,macOS
Razer,Notebook,12.5,8.0,1.53,183913,AMD E-Series,256GB SSD,Nvidia GeForce GTX 1050,Chrome OS
Lenovo,2 in 1 Convertible,17.3,4.0,4.38,219620,Intel Core i5,1TB HDD,AMD Radeon R5,No OS
Apple,Ultrabook,11.6,16.0,2.15,229637,Intel Pentium,512GB SSD +  1TB HDD,Intel UHD Graphics 620,Chrome OS
Lenovo,Notebook,17.3,16.0,2.31,192732,AMD E-Series,2TB HDD,Nvidia GeForce GTX 1060,Windows 10
Asus,Notebook,15.6,16.0,3.79,121553,Intel Core i5,2TB HDD,AMD Radeon R5,Windows 10 S
Dell,Ultrabook,17.3,8.0,2.19,65281,Intel Core i7,512GB SSD,,Windows 10 S
Acer,Netbook,15.6,16.0,4.52,128451,Intel Core i9,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10
Samsung,Notebook,13.3,8.0,3.7,15767,Intel Pentium,512GB SSD,Intel HD Graphics 620,Windows 10 S
Dell,2 in 1 Convertible,17.3,8.0,3.17,149967,AMD E-Series,512GB SSD,AMD Radeon R5,No OS
Samsung,Workstation,11.6,,4.25,73026,AMD A9,512GB SSD,Nvidia GeForce GTX 1060,Chrome OS
Apple,Notebook,15.6,8.0,1.09,133142,AMD A9,1TB HDD,Nvidia GeForce GTX 1060,Windows 10 S
MSI,2 in 1 Convertible,11.6,8.0,1.88,57968,Intel Pentium,256GB SSD,,No OS
Toshiba,Gaming,14.0,4.0,2.67,186169,AMD A9,2TB HDD,Intel UHD Graphics 620,Chrome OS
HP,2 in 1 Convertible,15.6,32.0,1.76,161404,AMD E-Series,1TB HDD,Intel UHD Graphics 620,No OS
Dell,Workstation,17.3,16.0,3.73,160693,AMD E-Series,256GB SSD,Nvidia GeForce GTX 1060,Windows 10
Acer,2 in 1 Convertible,15.6,16.0,4.39,91870,Intel Pentium,2TB HDD,Intel HD Graphics 620,macOS
Lenovo,Ultrabook,11.6,16.0,2.51,33174,AMD E-Series,512GB SSD +  1TB HDD,Intel HD Graphics 620,Windows 10
Acer,Workstation,13.3,8.0,2.2,139357,Intel Core i9,2TB HDD,Intel HD Graphics 620,Windows 10 S
Apple,Netbook,15.6,8.0,,114189,Intel Core i5,2TB HDD,AMD Radeon R5,Chrome OS
