platform,hashtag,category,country,month,date,posts,likes,views,comments,shares,engagement_rate
Twitter,#Ayurveda,Health,India,March,2023-03-03,392538,64514,911574,4709,13640,9.09
YouTube,#Saree,Fashion,Brazil,January,2023-01-15,37952,2706,4786975,71,196,0.06
YouTube,#ChatGPT,Technology,Germany,September,2023-09-08,1046,71,86563,9,2,0.09
TikTok,#BeautyTips,Fashion,Brazil,June,2023-06-22,3215069,1169810,73949279,61297,192191,1.92
TikTok,#Rajasthan,Travel,Bangladesh,August,2023-08-18,1299756,701680,17066325,46301,105024,5.0
Facebook,#Recipe,Food,France,July,2023-07-22,363465,72336,2816300,7964,8749,3.16
Twitter,#BJP,Politics,India,October,2023-10-20,665717,139289,5098853,18686,19101,3.47
TikTok,#Cricket,Sports,Pakistan,October,2023-10-05,4889015,2400148,141450547,111661,390225,2.05
TikTok,#Bollywood,Entertainment,Bangladesh,September,2023-09-30,1557796,908303,18497368,22168,158456,5.89
TikTok,#IncredibleIndia,Travel,Canada,October,2023-10-01,2737971,905745,16768952,63708,48447,6.07
Facebook,#Democracy,Politics,India,September,2023-09-28,340799,55905,867725,6606,5567,7.85
YouTube,#Budget2024,Politics,India,February,2023-02-15,40929,3929,3819075,164,208,0.11
YouTube,#Elections2024,Politics,Australia,January,2023-01-30,78625,8530,6101886,628,278,0.15
Facebook,#IPL2024,Sports,India,May,2023-05-03,796669,168368,2723768,12758,16076,7.24
Twitter,#OOTD,Fashion,USA,August,2023-08-26,584989,76876,3435858,8542,13078,2.87
Twitter,#BeautyTips,Fashion,Pakistan,December,2023-12-12,111440,11061,717412,1855,2116,2.1
Facebook,#IncredibleIndia,Travel,Germany,November,2023-11-22,532741,66465,4159358,4227,9862,1.94
Instagram,#NEET,Education,France,October,2023-10-12,957371,109740,12208131,10632,9422,1.06
Instagram,#Bollywood,Entertainment,France,September,2023-09-04,583157,180343,7624108,9091,11114,2.63
Instagram,#WellBeing,Health,India,January,2023-01-24,348514,125016,3400443,5507,8198,4.08
Twitter,#BJP,Politics,Indonesia,May,2023-05-24,925942,126291,6373779,24451,24688,2.75
YouTube,#Skincare,Fashion,Brazil,May,2023-05-20,64968,9702,5060674,459,748,0.22
YouTube,#WebSeries,Entertainment,India,November,2023-11-27,1036,146,21517,3,3,0.71
TikTok,#Rajasthan,Travel,Indonesia,February,2023-02-11,700311,274796,19128508,18445,32089,1.7
Twitter,#Esports,Gaming,Germany,November,2023-11-04,380354,48438,3314087,8320,19139,2.29
Twitter,#Kashmir,Travel,France,April,2023-04-09,471173,24440,3743542,4002,7433,0.96
YouTube,#AI,Technology,Germany,November,2023-11-11,164402,15696,24529718,791,699,0.07
YouTube,#Movies,Entertainment,Brazil,December,2023-12-27,185827,26183,3955211,3873,1431,0.8
Twitter,#BeautyTips,Fashion,Indonesia,September,2023-09-10,183758,29466,1337520,3973,8978,3.17
TikTok,#Elections2024,Politics,Pakistan,March,2023-03-07,595673,123509,16880827,8631,22497,0.92
YouTube,#TechNews,Technology,India,December,2023-12-21,178164,23150,11674337,2148,967,0.22
Facebook,#Movies,Entertainment,UK,July,2023-07-28,295347,31536,1509155,2352,3055,2.45
Twitter,#AI,Technology,India,August,2023-08-04,563272,78729,1149792,6234,9805,8.24
TikTok,#WebSeries,Entertainment,India,December,2023-12-20,3605261,2094653,100676482,49813,208174,2.34
Twitter,#IPL2024,Sports,Brazil,August,2023-08-10,852311,46710,7140463,8887,16449,1.01
Instagram,#Olympics,Sports,India,June,2023-06-24,1755915,209044,12296780,17461,24023,2.04
TikTok,#Ayurveda,Health,Canada,February,2023-02-18,3795145,1557984,27091139,22198,85691,6.15
YouTube,#Cricket,Sports,India,August,2023-08-15,14862,1415,1972385,40,81,0.08
TikTok,#Movies,Entertainment,Germany,July,2023-07-15,3419561,660397,81382419,17380,92413,0.95
TikTok,#MusicMonday,Entertainment,UK,August,2023-08-26,3641211,1987999,74574782,67140,378987,3.26
Twitter,#Travel,Travel,USA,October,2023-10-28,206831,14809,433995,2324,4114,4.9
Instagram,#Yoga,Health,Bangladesh,September,2023-09-18,547470,122845,4805030,8558,5740,2.85
Instagram,#Bollywood,Entertainment,India,June,2023-06-09,1235832,312105,17940444,25077,18104,1.98
TikTok,#Budget2024,Politics,Brazil,June,2023-06-08,2926456,822272,85618669,38019,122231,1.15
Instagram,#Netflix,Entertainment,Indonesia,October,2023-10-14,1810829,215692,12903593,21163,18905,1.98
Instagram,#FIFA,Sports,India,December,2023-12-08,1007667,345804,14896420,23508,20680,2.62
TikTok,#Fitness,Health,Pakistan,June,2023-06-03,3562270,1061123,27148762,75687,197985,4.92
Facebook,#AI,Technology,Bangladesh,April,2023-04-25,734894,96021,4220878,4946,11599,2.67
YouTube,#Recipe,Food,UK,April,2023-04-05,2263,236,75293,5,4,0.33
YouTube,#Goa,Travel,Bangladesh,October,2023-10-27,94848,5367,2403771,245,119,0.24
YouTube,#Parliament,Politics,Germany,October,2023-10-11,64978,4989,1550931,646,367,0.39
Twitter,#Democracy,Politics,Bangladesh,February,2023-02-26,359820,85357,1597809,7342,29264,7.63
Instagram,#OnlineLearning,Education,France,August,2023-08-11,1852112,646071,8189890,58545,26987,8.93
Instagram,#Startup,Technology,UK,December,2023-12-22,794870,167942,6481753,11905,18959,3.07
TikTok,#Yoga,Health,Germany,October,2023-10-02,2517783,1272272,33214631,17465,215448,4.53
Instagram,#OnlineLearning,Education,France,September,2023-09-08,448802,159124,5572317,13251,13579,3.34
Instagram,#NEET,Education,Canada,November,2023-11-27,1585246,441024,14240349,25200,26004,3.46
YouTube,#EdTech,Education,Brazil,September,2023-09-11,124692,11253,11492898,1572,572,0.12
Twitter,#ChatGPT,Technology,France,April,2023-04-14,479040,106650,2475295,10227,39099,6.3
TikTok,#Parliament,Politics,India,October,2023-10-09,761009,160153,5403699,6584,16453,3.39
TikTok,#MusicMonday,Entertainment,Indonesia,November,2023-11-15,2871709,981395,47925304,37908,167500,2.48
YouTube,#Streetwear,Fashion,India,April,2023-04-02,116285,9892,15833816,659,155,0.07
TikTok,#OnlineLearning,Education,Bangladesh,February,2023-02-10,2368820,1343056,17671936,20138,74864,8.14
Instagram,#FreeFireIndia,Gaming,Bangladesh,June,2023-06-18,534337,110046,6832448,8218,6019,1.82
TikTok,#BJP,Politics,Australia,October,2023-10-06,2240562,344688,27977570,23287,57724,1.52
Facebook,#StreetFood,Food,Canada,December,2023-12-02,20468,3762,103893,370,212,4.18
Facebook,#ChatGPT,Technology,Australia,April,2023-04-18,505484,66430,2791293,5296,6082,2.79
Facebook,#BGMI,Gaming,USA,April,2023-04-07,457622,114144,2831603,5577,10215,4.59
TikTok,#Movies,Entertainment,India,October,2023-10-23,1126641,323917,26414240,14571,48207,1.46
YouTube,#FreeFireIndia,Gaming,UK,August,2023-08-06,180268,29364,28358226,3223,909,0.12
TikTok,#OTT,Entertainment,Canada,January,2023-01-17,1217146,266751,35073204,8834,38539,0.9
TikTok,#WellBeing,Health,Germany,July,2023-07-20,3248731,785842,47970448,37260,61492,1.84
Twitter,#PubG,Gaming,Brazil,November,2023-11-24,943206,104628,3179914,15823,16038,4.29
TikTok,#IncredibleIndia,Travel,India,April,2023-04-12,632933,354509,9270792,8654,33205,4.28
TikTok,#Olympics,Sports,India,July,2023-07-08,4399759,681835,57941753,50242,74092,1.39
Twitter,#Vote,Politics,UK,September,2023-09-02,784241,49997,7560690,8992,6948,0.87
Instagram,#Streetwear,Fashion,Germany,December,2023-12-30,1404171,373752,14385048,35555,30974,3.06
TikTok,#Kashmir,Travel,India,January,2023-01-04,1246987,437167,31941030,22881,38044,1.56
YouTube,#Ayurveda,Health,Brazil,August,2023-08-25,151529,8464,5515425,880,629,0.18
YouTube,#Streetwear,Fashion,Pakistan,March,2023-03-31,109303,9549,19892449,1101,401,0.06
Instagram,#MentalHealth,Health,UK,December,2023-12-24,1993250,229786,27161024,7498,25145,0.97
TikTok,#Skincare,Fashion,France,February,2023-02-04,1872465,1046579,28614923,66280,71360,4.14
YouTube,#IPL2024,Sports,Indonesia,June,2023-06-16,108004,12705,7074045,1089,538,0.2
Twitter,#Rajasthan,Travel,USA,July,2023-07-24,902343,80200,2077371,7024,25080,5.41
Instagram,#Valorant,Gaming,Australia,August,2023-08-26,1026613,268433,4096784,19477,25292,7.65
Facebook,#Democracy,Politics,Germany,May,2023-05-23,177205,20826,373618,813,1506,6.19
TikTok,#Recipe,Food,India,December,2023-12-10,144041,65513,1272949,2297,5404,5.75
Twitter,#UPSC,Education,Brazil,December,2023-12-23,55075,11967,467702,1748,3768,3.74
Twitter,#HealthyEating,Food,India,August,2023-08-16,59961,10171,143265,1084,1632,9.0
Instagram,#FreeFireIndia,Gaming,India,February,2023-02-16,43635,10803,648917,507,510,1.82
Twitter,#AI,Technology,Canada,December,2023-12-07,181037,35266,425817,4474,12155,12.19
YouTube,#EdTech,Education,India,November,2023-11-16,54795,10419,4992454,787,273,0.23
Twitter,#Gaming,Gaming,India,January,2023-01-08,426673,77141,894243,6319,12807,10.77
YouTube,#Fitness,Health,India,February,2023-02-04,57794,6453,9140590,548,511,0.08
TikTok,#Yoga,Health,India,February,2023-02-18,2770880,1639355,62089558,94185,321075,3.31
Instagram,#FreeFireIndia,Gaming,Bangladesh,December,2023-12-19,676825,299364,7442670,7604,9456,4.25
TikTok,#Rajasthan,Travel,Indonesia,November,2023-11-24,1999726,752974,45225259,8230,40044,1.77
Twitter,#IndianFashion,Fashion,Australia,August,2023-08-08,799029,78871,2105534,5570,19687,4.95
Instagram,#Democracy,Politics,India,November,2023-11-25,89496,16406,1047434,1625,1147,1.83
YouTube,#Parliament,Politics,USA,November,2023-11-26,199858,11180,32480993,826,747,0.04
Twitter,#TechNews,Technology,USA,June,2023-06-25,259016,23612,630080,4430,9362,5.94
Instagram,#Ayurveda,Health,Indonesia,June,2023-06-14,394922,100636,1213402,9015,3652,9.34
Instagram,#WebSeries,Entertainment,India,April,2023-04-15,273320,36109,2763693,3123,4111,1.57
Instagram,#StudyTips,Education,UK,August,2023-08-28,663185,104422,3561592,5630,8826,3.34
YouTube,#BeautyTips,Fashion,Brazil,November,2023-11-22,53296,4838,8561043,147,377,0.06
Facebook,#Recipe,Food,Brazil,August,2023-08-14,451230,86259,2892189,8490,11227,3.66
Facebook,#MusicMonday,Entertainment,UK,February,2023-02-12,322815,68094,941584,6496,4650,8.42
Facebook,#Streetwear,Fashion,India,July,2023-07-12,597448,127450,1452777,5391,11676,9.95
Instagram,#AI,Technology,India,September,2023-09-14,1541694,545560,13717136,51312,62535,4.81
YouTube,#Cooking,Food,India,November,2023-11-25,154721,9389,27741463,1399,175,0.04
TikTok,#Budget2024,Politics,Canada,August,2023-08-12,2191262,1089214,52128885,37469,170319,2.49
YouTube,#WebSeries,Entertainment,UK,August,2023-08-06,193349,16824,20493176,2351,593,0.1
Twitter,#Parliament,Politics,Pakistan,August,2023-08-22,995133,185306,4014669,26002,71441,7.04
Instagram,#Bollywood,Entertainment,Canada,February,2023-02-17,1361399,475214,10363204,36347,55919,5.48
Twitter,#UPSC,Education,France,August,2023-08-05,178878,38628,719620,3682,15076,7.97
Facebook,#Fitness,Health,Australia,July,2023-07-30,797013,217431,5073715,8262,23913,4.92
YouTube,#Parliament,Politics,Australia,April,2023-04-18,196659,21572,14839506,3199,1448,0.18
Twitter,#IPL2024,Sports,Canada,December,2023-12-23,443136,68682,3206607,10986,10384,2.81
YouTube,#BJP,Politics,India,April,2023-04-12,128025,9896,24417823,777,663,0.05
Instagram,#AI,Technology,Australia,April,2023-04-04,1706970,624251,10433381,57544,41694,6.93
TikTok,#ChessOlympiad,Sports,India,February,2023-02-10,2508915,473101,20364962,6859,25760,2.48
Instagram,#Rajasthan,Travel,Bangladesh,February,2023-02-21,29936,3633,359878,74,299,1.11
Twitter,#Cricket,Sports,Indonesia,January,2023-01-04,398914,68053,3947323,11174,25835,2.66
Facebook,#PubG,Gaming,UK,June,2023-06-22,396796,91266,1610382,5327,6056,6.37
YouTube,#Cooking,Food,Pakistan,January,2023-01-30,93830,16979,15494020,346,1204,0.12
Facebook,#Elections2024,Politics,Pakistan,March,2023-03-04,564405,79853,3496820,8253,6430,2.7
TikTok,#Travel,Travel,UK,December,2023-12-05,1626512,246267,34078405,18700,24214,0.85
YouTube,#WebSeries,Entertainment,USA,December,2023-12-14,116972,9946,12541329,1154,652,0.09
YouTube,#Cooking,Food,Bangladesh,December,2023-12-25,26833,4297,1956000,194,86,0.23
TikTok,#Meditation,Health,Indonesia,January,2023-01-17,1122578,419918,8057019,28665,83750,6.61
Facebook,#Democracy,Politics,India,September,2023-09-04,702830,139825,2431887,6339,20115,6.84
Twitter,#Olympics,Sports,Australia,January,2023-01-15,173018,40797,797960,4386,7511,6.6
YouTube,#Wanderlust,Travel,India,December,2023-12-07,36087,6799,4837053,570,446,0.16
YouTube,#Startup,Technology,Canada,November,2023-11-04,17452,2558,1533365,289,157,0.2
Facebook,#NEET,Education,Canada,April,2023-04-30,242410,33210,908033,1329,2571,4.09
TikTok,#TechNews,Technology,India,October,2023-10-21,3134801,649962,40232999,23797,104343,1.93
YouTube,#OTT,Entertainment,Indonesia,April,2023-04-08,102250,20140,7928029,1358,1159,0.29
Instagram,#EdTech,Education,Pakistan,October,2023-10-30,475864,65338,1480061,5762,3817,5.06
YouTube,#Python,Technology,Bangladesh,August,2023-08-22,39146,5489,1810765,584,362,0.36
Twitter,#Fitness,Health,India,September,2023-09-15,727049,54305,7252160,8470,13222,1.05
Instagram,#Kashmir,Travel,Australia,July,2023-07-12,133338,59122,933063,5098,2894,7.19
Instagram,#Netflix,Entertainment,Germany,September,2023-09-07,1535458,364107,22744239,26485,38728,1.89
Twitter,#NEET,Education,USA,August,2023-08-05,715828,103569,3426280,11258,12588,3.72
YouTube,#Skincare,Fashion,France,April,2023-04-10,184291,32884,16748189,1217,2060,0.22
TikTok,#WebSeries,Entertainment,India,August,2023-08-23,1423168,583101,22837709,25522,107630,3.14
Instagram,#TechNews,Technology,India,November,2023-11-30,29152,6611,386954,186,665,1.93
Instagram,#Cooking,Food,Bangladesh,March,2023-03-28,1951932,233677,14184702,13532,26885,1.93
Twitter,#EdTech,Education,USA,October,2023-10-31,459894,112189,3226515,12408,12362,4.24
Instagram,#Cooking,Food,India,December,2023-12-19,1260228,547057,13652760,27369,50472,4.58
Twitter,#Wanderlust,Travel,UK,May,2023-05-21,668049,120675,3299216,8205,15059,4.36
Facebook,#UPSC,Education,India,October,2023-10-28,608815,180950,2969184,16726,9120,6.96
TikTok,#Democracy,Politics,Brazil,November,2023-11-27,3687774,1048299,29984961,34348,164651,4.16
TikTok,#Democracy,Politics,Germany,December,2023-12-25,215644,70560,5485243,4575,9138,1.54
Twitter,#OnlineLearning,Education,Indonesia,November,2023-11-30,135117,27118,494489,4034,3666,7.04
TikTok,#Elections2024,Politics,Indonesia,August,2023-08-17,2686506,551728,22084153,13482,40928,2.74
TikTok,#OOTD,Fashion,India,March,2023-03-05,4295879,1221576,125254532,26889,240119,1.19
Twitter,#Coding,Technology,India,September,2023-09-23,953562,196968,6935504,22993,53796,3.95
YouTube,#JEE,Education,Pakistan,October,2023-10-03,134348,10946,5081262,1385,291,0.25
Instagram,#Parliament,Politics,Germany,April,2023-04-21,291454,90569,1629950,4412,3764,6.06
TikTok,#IndianFood,Food,Indonesia,May,2023-05-11,2236695,719773,61713766,27354,44977,1.28
YouTube,#HealthyEating,Food,India,October,2023-10-02,53915,3266,8188690,487,191,0.05
Instagram,#PubG,Gaming,Bangladesh,November,2023-11-28,1730730,482872,8599161,41394,28234,6.43
Facebook,#IndianFood,Food,Pakistan,May,2023-05-07,89290,12449,463309,1139,1055,3.16
YouTube,#FIFA,Sports,France,June,2023-06-20,72131,5189,11804781,288,87,0.05
Instagram,#IndianFood,Food,Canada,March,2023-03-05,378535,107604,5112547,7220,11041,2.46
Twitter,#JEE,Education,Australia,October,2023-10-20,912435,97082,3803423,6296,11105,3.01
YouTube,#Recipe,Food,USA,December,2023-12-14,139877,18568,25004944,1343,955,0.08
YouTube,#WebSeries,Entertainment,Indonesia,March,2023-03-21,172876,11920,15244917,1378,163,0.09
YouTube,#TechNews,Technology,Pakistan,August,2023-08-03,185779,22046,18394499,1455,943,0.13
YouTube,#Streetwear,Fashion,Indonesia,April,2023-04-28,80503,11700,2869900,698,748,0.46
Twitter,#IPL2024,Sports,Australia,May,2023-05-03,995764,68435,6574565,4290,12712,1.3
Facebook,#MusicMonday,Entertainment,Bangladesh,September,2023-09-18,774296,85183,3861283,7807,9748,2.66
TikTok,#Olympics,Sports,India,November,2023-11-12,1645379,921245,38909809,55266,143151,2.88
YouTube,#TechNews,Technology,Bangladesh,September,2023-09-28,179826,25423,23256399,3696,1454,0.13
TikTok,#ChatGPT,Technology,India,July,2023-07-07,1168359,445329,33662864,17630,47589,1.52
YouTube,#FIFA,Sports,France,December,2023-12-14,65974,11529,11422729,1516,349,0.12
Facebook,#Saree,Fashion,India,January,2023-01-02,781876,171120,3410331,19349,24333,6.3
TikTok,#MusicMonday,Entertainment,France,November,2023-11-13,4145875,729149,21339969,30788,69088,3.88
Twitter,#Movies,Entertainment,France,April,2023-04-06,426598,51578,1199039,6385,6469,5.37
TikTok,#Democracy,Politics,India,September,2023-09-07,107969,23756,2312246,613,2596,1.17
YouTube,#Esports,Gaming,France,April,2023-04-04,141121,24234,5583466,1866,1666,0.5
Instagram,#Parliament,Politics,Australia,August,2023-08-11,22184,5007,298289,179,235,1.82
Twitter,#Democracy,Politics,UK,June,2023-06-19,949764,53491,6961426,10283,20749,1.21
YouTube,#Olympics,Sports,Brazil,October,2023-10-09,130410,22166,19376027,1379,1407,0.13
Facebook,#EdTech,Education,France,July,2023-07-19,145801,15183,385975,484,867,4.28
TikTok,#WebSeries,Entertainment,India,January,2023-01-27,2920086,1002609,58189051,10589,122347,1.95
YouTube,#IncredibleIndia,Travel,Canada,August,2023-08-08,65445,9335,9899521,413,277,0.1
Twitter,#Skincare,Fashion,India,December,2023-12-08,865471,117558,5012065,19680,15390,3.05
TikTok,#Yoga,Health,India,October,2023-10-30,1297604,328583,10779709,4168,65243,3.69
Instagram,#IndianFood,Food,Pakistan,April,2023-04-13,200705,80788,1518179,5008,7514,6.15
Instagram,#Coding,Technology,UK,September,2023-09-03,138659,38609,1487322,1712,2093,2.85
YouTube,#Valorant,Gaming,UK,May,2023-05-07,84344,15541,4446218,311,873,0.38
YouTube,#Coding,Technology,Brazil,May,2023-05-24,159496,10385,8496543,1487,368,0.14
YouTube,#IPL2024,Sports,Bangladesh,January,2023-01-07,179534,23835,31446343,1502,1475,0.09
YouTube,#WellBeing,Health,Pakistan,July,2023-07-10,62956,9288,3639234,649,669,0.29
Instagram,#MentalHealth,Health,India,October,2023-10-28,1922973,787292,24631187,27897,55204,3.53
Twitter,#Kabaddi,Sports,Pakistan,June,2023-06-25,321120,62640,3184597,5029,19808,2.75
Twitter,#Budget2024,Politics,UK,October,2023-10-09,751169,75496,6772992,13439,28087,1.73
YouTube,#Esports,Gaming,Bangladesh,March,2023-03-02,114827,6907,10956878,974,312,0.07
Twitter,#Vote,Politics,India,December,2023-12-23,140197,15131,1352399,894,5927,1.62
Instagram,#Cooking,Food,Bangladesh,September,2023-09-30,1835058,513303,7156407,28241,38926,8.11
TikTok,#Cooking,Food,Pakistan,May,2023-05-20,1785809,415789,16072417,10497,64242,3.05
TikTok,#Travel,Travel,Australia,September,2023-09-26,2221262,636468,23341927,37919,84537,3.25
Instagram,#AI,Technology,Indonesia,May,2023-05-02,622039,70714,2971899,6412,8022,2.87
YouTube,#WebSeries,Entertainment,India,April,2023-04-18,140640,9483,19233390,969,740,0.06
YouTube,#ChessOlympiad,Sports,France,October,2023-10-09,69716,11036,6518565,1098,361,0.19
Twitter,#Movies,Entertainment,India,May,2023-05-24,190320,19259,404450,2861,6940,7.19
TikTok,#ChessOlympiad,Sports,Australia,December,2023-12-19,3254288,1872990,37208322,100834,263438,6.01
Instagram,#Goa,Travel,USA,May,2023-05-18,437648,132862,5554976,10659,5846,2.69
Instagram,#Foodie,Food,India,September,2023-09-03,206484,56491,1757732,4815,2590,3.64
TikTok,#Wanderlust,Travel,India,November,2023-11-28,2415958,385275,21919905,8646,42044,1.99
TikTok,#AI,Technology,India,February,2023-02-06,3626860,944304,100566576,73586,61412,1.07
TikTok,#BJP,Politics,Canada,January,2023-01-07,886595,283749,4892140,19255,46681,7.15
Twitter,#Budget2024,Politics,Canada,February,2023-02-12,285658,22431,2005054,1166,8746,1.61
Twitter,#EdTech,Education,Germany,June,2023-06-23,899141,172177,3253607,21016,46290,7.36
Facebook,#Parliament,Politics,USA,September,2023-09-03,170018,22720,894491,1228,2267,2.93
Twitter,#Bollywood,Entertainment,Indonesia,June,2023-06-01,112548,17142,978252,1221,6405,2.53
Twitter,#Python,Technology,UK,March,2023-03-17,375472,67987,1429450,12363,14645,6.65
Twitter,#Goa,Travel,India,April,2023-04-25,111678,26947,475135,1655,5392,7.15
YouTube,#IPL2024,Sports,Pakistan,March,2023-03-19,47179,5392,3787149,234,214,0.15
YouTube,#Fitness,Health,USA,February,2023-02-23,71565,13413,9955529,1894,895,0.16
Twitter,#Netflix,Entertainment,Canada,December,2023-12-02,158709,18100,813351,2863,6075,3.32
Facebook,#IPL2024,Sports,Pakistan,August,2023-08-07,770008,108774,1957885,13001,6527,6.55
Facebook,#Gaming,Gaming,Brazil,August,2023-08-06,512667,119222,2298627,12090,9142,6.11
Instagram,#Cooking,Food,Indonesia,September,2023-09-12,1139834,326926,10702691,28021,21124,3.51
TikTok,#StreetFood,Food,Pakistan,December,2023-12-22,1889906,881437,20561849,8991,175481,5.18
Twitter,#PubG,Gaming,Brazil,March,2023-03-10,970637,69916,9018086,7280,24806,1.13
Instagram,#Streetwear,Fashion,India,October,2023-10-10,1963165,823614,11602244,71016,28849,7.96
Instagram,#ChessOlympiad,Sports,Australia,March,2023-03-15,801592,285830,9100851,15428,9966,3.42
Twitter,#MentalHealth,Health,Brazil,November,2023-11-01,917761,74921,2913976,5333,12999,3.2
Twitter,#Ayurveda,Health,India,April,2023-04-04,497584,98875,3973137,15304,18771,3.35
Facebook,#Esports,Gaming,Canada,November,2023-11-27,737019,61103,1966071,2163,6762,3.56
TikTok,#Vote,Politics,India,January,2023-01-06,3375166,1770969,74245513,126302,235757,2.87
YouTube,#WellBeing,Health,India,December,2023-12-30,60089,6823,2897738,999,317,0.28
Instagram,#Python,Technology,Pakistan,January,2023-01-29,469080,111313,6037087,10917,9401,2.18
Twitter,#Rajasthan,Travel,USA,December,2023-12-01,678071,88840,3420027,5170,18784,3.3
Facebook,#Coding,Technology,India,February,2023-02-23,89588,14315,597801,861,949,2.7
Instagram,#StudyTips,Education,India,April,2023-04-19,1262232,131072,17565528,4590,6311,0.81
Twitter,#Coding,Technology,India,October,2023-10-19,597232,35221,5907790,4317,4029,0.74
Twitter,#OOTD,Fashion,USA,May,2023-05-25,422476,63389,1907808,6883,13105,4.37
Instagram,#FIFA,Sports,UK,September,2023-09-15,221818,61168,2728521,1339,6217,2.52
Facebook,#MentalHealth,Health,India,March,2023-03-24,166898,38406,412658,3315,5561,11.46
Instagram,#TechNews,Technology,Bangladesh,March,2023-03-14,1622344,570244,24206994,34288,68033,2.78
TikTok,#JEE,Education,Brazil,March,2023-03-09,2893911,812838,59576277,61621,45520,1.54
Facebook,#ChatGPT,Technology,Pakistan,November,2023-11-07,86641,25192,467983,3010,1277,6.3
Twitter,#Parliament,Politics,Indonesia,February,2023-02-14,528147,36348,2381810,6910,5395,2.04
YouTube,#Fitness,Health,USA,February,2023-02-15,19147,1471,3043402,78,63,0.05
YouTube,#Wanderlust,Travel,France,March,2023-03-13,32997,6459,3559934,434,194,0.2
Facebook,#Meditation,Health,India,August,2023-08-14,392546,75661,2256272,4405,3721,3.71
Facebook,#NEET,Education,India,December,2023-12-16,52748,11421,309272,1104,764,4.3
TikTok,#Netflix,Entertainment,Germany,February,2023-02-23,2488237,794045,47906880,55398,66269,1.91
Facebook,#FIFA,Sports,Brazil,August,2023-08-28,681693,134788,4710320,5367,8064,3.15
Twitter,#Cooking,Food,India,July,2023-07-25,349688,21993,1657307,3093,3602,1.73
Facebook,#FIFA,Sports,Brazil,January,2023-01-20,579559,66222,2793361,5802,4981,2.76
Twitter,#Ayurveda,Health,India,July,2023-07-05,832912,113294,4820292,6583,40831,3.33
Facebook,#Saree,Fashion,Bangladesh,April,2023-04-01,95651,10634,348497,397,1447,3.58
Facebook,#StreetFood,Food,India,December,2023-12-09,280050,33745,650403,3730,2940,6.21
YouTube,#Budget2024,Politics,USA,August,2023-08-03,126755,15378,18251387,628,903,0.09
YouTube,#Ayurveda,Health,Germany,January,2023-01-06,147538,24706,18808609,744,1402,0.14
TikTok,#Parliament,Politics,Bangladesh,June,2023-06-12,169007,36797,2782949,747,6610,1.59
Twitter,#Foodie,Food,Indonesia,January,2023-01-02,477445,113949,4229273,16539,33236,3.87
TikTok,#IPL2024,Sports,India,April,2023-04-07,3574692,1656514,87078102,86248,136530,2.16
Instagram,#TechNews,Technology,Pakistan,January,2023-01-08,786483,302656,2512258,27763,22755,14.06
Twitter,#Wanderlust,Travel,Brazil,July,2023-07-31,435321,52389,3754855,5965,20548,2.1
YouTube,#Cricket,Sports,Brazil,August,2023-08-08,98311,7524,12493413,681,276,0.07
Facebook,#Skincare,Fashion,Pakistan,February,2023-02-20,99876,25698,261961,2273,2769,11.73
Facebook,#Olympics,Sports,Australia,November,2023-11-16,579194,59039,2701719,4859,2573,2.46
YouTube,#Recipe,Food,India,August,2023-08-21,145095,15548,8009366,1260,290,0.21
Facebook,#HealthyEating,Food,Australia,July,2023-07-22,15974,4579,106916,346,317,4.9
YouTube,#Streetwear,Fashion,Bangladesh,May,2023-05-04,1589,294,150351,6,6,0.2
YouTube,#EdTech,Education,Pakistan,June,2023-06-12,88341,6675,10865390,506,326,0.07
Facebook,#Startup,Technology,Bangladesh,July,2023-07-21,62086,15912,339431,661,1750,5.4
Instagram,#Foodie,Food,Indonesia,March,2023-03-23,927297,167691,10682738,5048,6817,1.68
TikTok,#HealthyEating,Food,France,May,2023-05-14,4688107,1038762,61227220,17168,55933,1.82
Twitter,#Yoga,Health,India,November,2023-11-13,746947,118566,7304543,16097,12756,2.02
Instagram,#Wanderlust,Travel,Bangladesh,July,2023-07-03,401234,73787,5526962,3228,5769,1.5
Instagram,#Foodie,Food,Bangladesh,January,2023-01-27,586643,75698,2772025,1654,8980,3.11
Twitter,#Olympics,Sports,France,November,2023-11-02,133643,9544,569279,1757,1220,2.2
Facebook,#FreeFireIndia,Gaming,UK,February,2023-02-21,522889,133335,2343834,9838,14510,6.73
Instagram,#Cooking,Food,France,June,2023-06-10,1338654,559431,17004371,19235,17293,3.5
Instagram,#Meditation,Health,Pakistan,January,2023-01-17,255801,112954,3817797,6631,9630,3.38
TikTok,#Netflix,Entertainment,Indonesia,May,2023-05-11,1070001,253355,6140608,2942,32115,4.7
Instagram,#Coding,Technology,India,April,2023-04-22,71860,15423,405084,1206,1767,4.54
YouTube,#Streetwear,Fashion,India,February,2023-02-17,91871,14351,12618152,1158,956,0.13
Facebook,#NEET,Education,France,April,2023-04-09,270241,31902,1654508,3504,2262,2.28
Facebook,#Kabaddi,Sports,Canada,October,2023-10-28,334720,38976,1082816,3702,3417,4.26
Facebook,#StreetFood,Food,Australia,May,2023-05-20,342232,74278,1931480,5098,7604,4.5
YouTube,#Olympics,Sports,India,January,2023-01-18,134549,11834,12616052,1165,845,0.11
TikTok,#Esports,Gaming,India,February,2023-02-28,1559146,801507,24532647,18445,69568,3.63
Instagram,#Gaming,Gaming,India,June,2023-06-10,266489,27547,3000535,2130,1356,1.03
